train	southern_sweet_tea\southern_sweet_tea_6_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_9_gold.txt
train	english_muffin_bread\english_muffin_bread_4_gold.txt
train	peanut_butter_bars\peanut_butter_bars_4_gold.txt
train	peanut_butter_bars\peanut_butter_bars_2_gold.txt
train	english_muffin_bread\english_muffin_bread_5_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_6_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_8_gold.txt
train	lavender_lemonade\lavender_lemonade_5_gold.txt
train	cobb_salad\cobb_salad_0_gold.txt
train	peanut_butter_bars\peanut_butter_bars_8_gold.txt
train	english_muffin_bread\english_muffin_bread_0_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_0_gold.txt
train	lavender_lemonade\lavender_lemonade_7_gold.txt
train	bananas_foster\bananas_foster_1_gold.txt
train	chocolate_glaze\chocolate_glaze_10_gold.txt
train	cobb_salad\cobb_salad_4_gold.txt
train	english_muffin_bread\english_muffin_bread_10_gold.txt
train	english_muffin_bread\english_muffin_bread_8_gold.txt
train	bananas_foster\bananas_foster_5_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_3_gold.txt
train	sausage_gravy\sausage_gravy_2_gold.txt
train	english_muffin_bread\english_muffin_bread_2_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_7_gold.txt
train	bananas_foster\bananas_foster_9_gold.txt
train	chocolate_glaze\chocolate_glaze_6_gold.txt
train	southern_sweet_tea\southern_sweet_tea_4_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_8_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_4_gold.txt
train	southern_sweet_tea\southern_sweet_tea_0_gold.txt
train	chocolate_glaze\chocolate_glaze_2_gold.txt
train	english_muffin_bread\english_muffin_bread_6_gold.txt
train	chocolate_glaze\chocolate_glaze_8_gold.txt
train	peanut_butter_bars\peanut_butter_bars_6_gold.txt
train	sausage_gravy\sausage_gravy_7_gold.txt
train	lavender_lemonade\lavender_lemonade_9_gold.txt
train	sausage_gravy\sausage_gravy_5_gold.txt
train	peanut_butter_bars\peanut_butter_bars_3_gold.txt
train	bananas_foster\bananas_foster_0_gold.txt
train	bananas_foster\bananas_foster_4_gold.txt
train	lavender_lemonade\lavender_lemonade_4_gold.txt
train	cobb_salad\cobb_salad_8_gold.txt
train	peanut_butter_bars\peanut_butter_bars_5_gold.txt
train	sausage_gravy\sausage_gravy_3_gold.txt
train	southern_sweet_tea\southern_sweet_tea_5_gold.txt
train	cobb_salad\cobb_salad_3_gold.txt
train	sausage_gravy\sausage_gravy_4_gold.txt
train	chocolate_glaze\chocolate_glaze_9_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_7_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_9_gold.txt
train	peanut_butter_bars\peanut_butter_bars_0_gold.txt
train	english_muffin_bread\english_muffin_bread_7_gold.txt
train	chocolate_glaze\chocolate_glaze_7_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_0_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_6_gold.txt
train	cobb_salad\cobb_salad_7_gold.txt
train	lavender_lemonade\lavender_lemonade_10_gold.txt
train	southern_sweet_tea\southern_sweet_tea_8_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_1_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_5_gold.txt
train	bananas_foster\bananas_foster_6_gold.txt
train	peanut_butter_bars\peanut_butter_bars_7_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_2_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_3_gold.txt
train	cobb_salad\cobb_salad_6_gold.txt
train	southern_sweet_tea\southern_sweet_tea_3_gold.txt
train	cobb_salad\cobb_salad_9_gold.txt
train	southern_sweet_tea\southern_sweet_tea_1_gold.txt
train	chocolate_glaze\chocolate_glaze_1_gold.txt
train	bananas_foster\bananas_foster_8_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_1_gold.txt
train	southern_sweet_tea\southern_sweet_tea_2_gold.txt
train	sausage_gravy\sausage_gravy_9_gold.txt
train	bananas_foster\bananas_foster_3_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_5_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_2_gold.txt
train	english_muffin_bread\english_muffin_bread_3_gold.txt
train	chocolate_glaze\chocolate_glaze_3_gold.txt
train	southern_sweet_tea\southern_sweet_tea_7_gold.txt
train	bananas_foster\bananas_foster_7_gold.txt
train	how_to_roast_garlic\how_to_roast_garlic_4_gold.txt
train	lavender_lemonade\lavender_lemonade_6_gold.txt
train	homemade_graham_crackers\homemade_graham_crackers_10_gold.txt
train	peanut_butter_bars\peanut_butter_bars_1_gold.txt
train	bananas_foster\bananas_foster_2_gold.txt
train	cobb_salad\cobb_salad_2_gold.txt
train	peanut_butter_bars\peanut_butter_bars_9_gold.txt
train	lavender_lemonade\lavender_lemonade_8_gold.txt
val	lavender_lemonade\lavender_lemonade_2_gold.txt
val	bananas_foster\bananas_foster_10_gold.txt
val	chocolate_glaze\chocolate_glaze_4_gold.txt
val	chocolate_glaze\chocolate_glaze_5_gold.txt
val	sausage_gravy\sausage_gravy_8_gold.txt
val	chocolate_glaze\chocolate_glaze_0_gold.txt
val	southern_sweet_tea\southern_sweet_tea_9_gold.txt
val	cobb_salad\cobb_salad_1_gold.txt
val	southern_sweet_tea\southern_sweet_tea_10_gold.txt
val	cobb_salad\cobb_salad_10_gold.txt
val	sausage_gravy\sausage_gravy_1_gold.txt
test	lavender_lemonade\lavender_lemonade_3_gold.txt
test	peanut_butter_bars\peanut_butter_bars_10_gold.txt
test	how_to_roast_garlic\how_to_roast_garlic_10_gold.txt
test	sausage_gravy\sausage_gravy_0_gold.txt
test	lavender_lemonade\lavender_lemonade_1_gold.txt
test	sausage_gravy\sausage_gravy_10_gold.txt
test	lavender_lemonade\lavender_lemonade_0_gold.txt
test	english_muffin_bread\english_muffin_bread_1_gold.txt
test	sausage_gravy\sausage_gravy_6_gold.txt
test	english_muffin_bread\english_muffin_bread_9_gold.txt
test	cobb_salad\cobb_salad_5_gold.txt
